W0426 23:10:59.985000 41352 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
[INFO] Loading original-dataset exact config | R:\config\paper_reimplementation\rcim_ml_compensation\original_dataset_exact_model_bank\campaigns\track1\exact_paper\bidirectional_original_dataset\backward\lgbm\2026-04-26_track1_backward_lgbm_original_dataset_mega_campaign\012_track1_original_dataset_backward_lgbm_attempt_12.yaml
[INFO] Building original-dataset exact bundle
[INFO] Original-dataset exact bundle ready | direction=backward rows=969 targets=19 families=1
[INFO] Family fit started | family=LGBM estimator=LGBMRegressor targets=19 threadpool_limit=1 joblib_cpu_limit=system_default os_cpu_count=32
[INFO] Family target scope | family=LGBM kinds=ampl,phase harmonics=0,1,3,39,40,78,81,156,162,240 preview=fft_y_Bw_filtered_ampl_0, fft_y_Bw_filtered_ampl_1, fft_y_Bw_filtered_phase_1, ..., fft_y_Bw_filtered_ampl_240, fft_y_Bw_filtered_phase_240
[INFO] Grid search configured | family=LGBM candidates=600 parameter_count=4 n_jobs=-1 verbose=2 pre_dispatch=2*n_jobs
W0426 23:11:44.989000 40552 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0426 23:11:45.005000 42512 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0426 23:11:45.121000 41220 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0426 23:11:45.123000 24108 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0426 23:11:45.166000 39416 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0426 23:11:45.247000 40904 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0426 23:11:45.247000 39612 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0426 23:11:45.391000 32704 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0426 23:11:45.394000 45528 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0426 23:11:45.409000 16648 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0426 23:11:45.466000 45356 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0426 23:11:45.608000 38648 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0426 23:11:45.658000 39444 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
W0426 23:11:45.700000 45744 site-packages\torch\utils\flop_counter.py:29] triton not found; flop counting will not work for triton kernels
